,blockid,addrptid,strctid,x,y,huestimate,residential
2861,410079509006027,41007023413001001S001001A,41007023413001001S,-123.925476074,45.9933242798,1,1
2862,410079509006027,41007023414001001S001001A,41007023414001001S,-123.92565155,45.9933128357,1,1
2863,410079509002039,41007023415002001S001001A,41007023415002001S,-123.922698975,45.9934654236,1,1
2864,410079509002039,41007023415002002S001001A,41007023415002002S,-123.922698975,45.9934654236,1,1
2865,410079511001027,41007023416001001S001001A,41007023416001001S,-123.909637451,45.9937477112,1,1
2866,410079509006027,41007023417001001S001001A,41007023417001001S,-123.925369263,45.9933166504,1,1
2867,410079509006027,41007023418001001S001001A,41007023418001001S,-123.925193787,45.9933013916,1,1
2868,410079509006027,41007023419001001S001001A,41007023419001001S,-123.925827026,45.9932975769,1,1
2869,410079509006027,41007023422001001S001001A,41007023422001001S,-123.92502594,45.9932899475,1,1
2870,410079509002039,41007023424001001S001001A,41007023424001001S,-123.922698975,45.9932746887,1,1
2871,410079509002039,41007023425001001S001001A,41007023425001001S,-123.922447205,45.9932785034,1,1
2872,410079509002039,41007023427001001S001001A,41007023427001001S,-123.922325134,45.9932785034,1,1
2873,410079509002039,41007023428001001S001001A,41007023428001001S,-123.922172546,45.9932823181,1,1
2874,410079509002039,41007023429001001S001001A,41007023429001001S,-123.922042847,45.9932823181,1,1
2875,410079509002039,41007023430001001S001001A,41007023430001001S,-123.921836853,45.9932861328,1,1
2876,410079509002039,41007023431001001S001001A,41007023431001001S,-123.921592712,45.9932861328,1,1
2877,410079509002039,41007023432001001S001001A,41007023432001001S,-123.921470642,45.9932899475,1,1
2878,410079509002039,41007023433001001S001001A,41007023433001001S,-123.92137146,45.9932899475,1,1
2879,410079509002039,41007023434001001S001001A,41007023434001001S,-123.921203613,45.9932899475,1,1
2880,410079511001027,41007023436001001S001001A,41007023436001001S,-123.908950806,45.9936294556,1,1
2881,410079511001027,41007023468001001S001001A,41007023468001001S,-123.909622192,45.9935112,1,1
2882,410079511001027,41007023509001001S001001A,41007023509001001S,-123.906158447,45.993522644,1,1
2883,410079511001027,41007023585001001S001001A,41007023585001001S,-123.908950806,45.993396759,1,1
2884,410079511001027,41007023618001001S001001A,41007023618001001S,-123.910232544,45.9929542542,1,1
2885,410079511001027,41007023619001001S001001A,41007023619001001S,-123.909622192,45.9932746887,1,1
2886,410079509003002,41007023643001001S001001A,41007023643001001S,-123.920028687,45.9928665161,1,1
2887,410079509003002,41007023645001001S001001A,41007023645001001S,-123.919799805,45.9928779602,1,1
2888,410079509003001,41007023646001001S001001A,41007023646001001S,-123.919425964,45.9928817749,1,1
2889,410079509003001,41007023647001001S001001A,41007023647001001S,-123.9192276,45.9928817749,1,1
2890,410079509003001,41007023648001001S001001A,41007023648001001S,-123.919029236,45.9928855896,1,1
2891,410079509003001,41007023650001001S001001A,41007023650001001S,-123.918731689,45.9928894043,1,1
2892,410079509003001,41007023652001001S009001A,41007023652001001S,-123.918060303,45.9927597046,9,1
2901,410079509003001,41007023655002001S001001A,41007023655002001S,-123.917472839,45.9927635193,1,1
2902,410079509003001,41007023655002002S001001A,41007023655002002S,-123.917472839,45.9927635193,1,1
2903,410079509003002,41007023656001001S001001A,41007023656001001S,-123.920593262,45.9926300049,1,1
2904,410079509003001,41007023657001001S001001A,41007023657001001S,-123.917259216,45.9928779602,1,1
2905,410079511001027,41007023658001001S001001A,41007023658001001S,-123.908950806,45.9931640625,1,1
2906,410079509003001,41007023659001001S001001A,41007023659001001S,-123.917015076,45.9929084778,1,1
2907,410079509003001,41007023661001001S001001A,41007023661001001S,-123.916717529,45.9929122925,1,1
2908,410079509003001,41007023663001001S002001A,41007023663001001S,-123.916275024,45.9927787781,2,1
2910,410079509003001,41007023664001001S003001A,41007023664001001S,-123.915779114,45.9927864075,3,1
2913,410079509003001,41007023666001001S002001A,41007023666001001S,-123.915283203,45.9927864075,2,1
2915,410079509003000,41007023678001001S035001A,41007023678001001S,-123.913467407,45.9922027588,35,1
2950,410079511001027,41007023682001001S001001A,41007023682001001S,-123.909828186,45.9930610657,1,1
2951,410079511001027,41007023727001001S001001A,41007023727001001S,-123.911636353,45.9930267334,1,1
2952,410079511001027,41007023770001001S001001A,41007023770001001S,-123.911628723,45.9929504395,1,1
2953,410079509003002,41007023773001001S002001A,41007023773001001S,-123.919937134,45.9925956726,2,1
2955,410079509003001,41007023777001001S001001A,41007023777001001S,-123.919418335,45.9926071167,1,1
2956,410079511001027,41007023779001001S001001A,41007023779001001S,-123.908988953,45.9928817749,1,1
2957,410079509003001,41007023781001001S001001A,41007023781001001S,-123.919120789,45.9926109314,1,1
2958,410079509003001,41007023784001001S001001A,41007023784001001S,-123.918823242,45.9926147461,1,1
2959,410079511001027,41007023785001001S001001A,41007023785001001S,-123.908592224,45.9928855896,1,1
2960,410079509003001,41007023788001001S001001A,41007023788001001S,-123.918632507,45.9926147461,1,1
2961,410079511001027,41007023802001001S001001A,41007023802001001S,-123.907806396,45.9928855896,1,1
2962,410079509003001,41007023809001001S001001A,41007023809001001S,-123.917007446,45.9926338196,1,1
2963,410079511001027,41007023812001001S001001A,41007023812001001S,-123.907417297,45.9928894043,1,1
2964,410079509003001,41007023814001001S001001A,41007023814001001S,-123.9167099,45.9926376343,1,1
2965,410079511001027,41007023821001001S001001A,41007023821001001S,-123.906661987,45.9928779602,1,1
2966,410079511001027,41007023835001001S001001A,41007023835001001S,-123.906265259,45.9928588867,1,1
2967,410079511001027,41007023858001001S001001A,41007023858001001S,-123.90587616,45.9928359985,1,1
2968,410079509003001,41007023867001001S001001A,41007023867001001S,-123.917251587,45.992603302,1,1
2969,410079511001027,41007023878001001S001001A,41007023878001001S,-123.904922485,45.9927330017,1,1
2970,410079511001027,41007023882001001S001001A,41007023882001001S,-123.911231995,45.9927864075,1,1
2971,410079511001027,41007023883001001S001001A,41007023883001001S,-123.911338806,45.9927749634,1,1
2972,410079509006037,41007023887001001S002001A,41007023887001001S,-123.929748535,45.992149353,2,1
2974,410079509006038,41007023889001001S008001A,41007023889001001S,-123.928947449,45.9920654297,8,1
2982,410079509006038,41007023890001001S003001A,41007023890001001S,-123.928520203,45.9921226501,3,1
2985,410079509006034,41007023891001001S002001A,41007023891001001S,-123.927978516,45.9921379089,2,1
2987,410079509006034,41007023892001001S005001A,41007023892001001S,-123.927627563,45.9919815063,5,1
2992,410079509006037,41007023893001001S001001A,41007023893001001S,-123.929534912,45.9920539856,1,1
2993,410079511001027,41007023895001001S001001A,41007023895001001S,-123.909866333,45.9925804138,1,1
2994,410079509006033,41007023896001001S002001A,41007023896001001S,-123.926620483,45.9921379089,2,1
2996,410079509003012,41007023897001001S001001A,41007023897001001S,-123.922782898,45.9922370911,1,1
2997,410079509003012,41007023898001001S001001A,41007023898001001S,-123.922454834,45.992225647,1,1
2998,410079509003012,41007023899001001S001001A,41007023899001001S,-123.922187805,45.9922294617,1,1
2999,410079509006032,41007023900001001S004001A,41007023900001001S,-123.926078796,45.9920768738,4,1
3003,410079509006032,41007023901001001S003001A,41007023901001001S,-123.925666809,45.9921073914,3,1
3006,410079509003012,41007023902001001S001001A,41007023902001001S,-123.921852112,45.9922294617,1,1
3007,410079509003012,41007023903001001S001001A,41007023903001001S,-123.921463013,45.9921684265,1,1
3008,410079509006037,41007023907001001S029001A,41007023907001001S,-123.929763794,45.9919471741,29,1
3037,410079509006031,41007023908001001S003001A,41007023908001001S,-123.924949646,45.9919700623,3,1
3040,410079509003014,41007023911001001S001001A,41007023911001001S,-123.919425964,45.992275238,1,1
3041,410079509003014,41007023912001001S001001A,41007023912001001S,-123.9192276,45.992225647,1,1
3042,410079509003014,41007023913001001S001001A,41007023913001001S,-123.919013977,45.992225647,1,1
3043,410079509003014,41007023914001001S001001A,41007023914001001S,-123.918815613,45.9922294617,1,1
3044,410079509006034,41007023915001001S001001A,41007023915001001S,-123.928031921,45.9919967651,1,1
3045,410079509003014,41007023916001001S001001A,41007023916001001S,-123.918617249,45.9922332764,1,1
3046,410079509003014,41007023917001001S001001A,41007023917001001S,-123.918426514,45.9922332764,1,1
3047,410079509003014,41007023918001001S001001A,41007023918001001S,-123.918228149,45.9922370911,1,1
3048,410079509006038,41007023919001001S004001A,41007023919001001S,-123.928588867,45.9919509888,4,1
3052,410079509003014,41007023920001001S001001A,41007023920001001S,-123.918029785,45.9922370911,1,1
3053,410079509003014,41007023922001001S001001A,41007023922001001S,-123.917831421,45.9922409058,1,1
3054,410079509003014,41007023923001001S001001A,41007023923001001S,-123.917633057,45.9921035767,1,1
3055,410079509003014,41007023924001001S001001A,41007023924001001S,-123.917442322,45.9922447205,1,1
3056,410079509003014,41007023926001001S001001A,41007023926001001S,-123.917297363,45.9922447205,1,1
3057,410079509003014,41007023927001001S002001A,41007023927001001S,-123.917098999,45.9922485352,2,1
3059,410079509003014,41007023928001001S002001A,41007023928001001S,-123.916755676,45.9922523499,2,1
3061,410079509003014,41007023930002001S001001A,41007023930002001S,-123.916358948,45.9922561646,1,1
3062,410079509003014,41007023930002002S001001A,41007023930002002S,-123.916358948,45.9922561646,1,1
3063,410079509003014,41007023931001001S001001A,41007023931001001S,-123.916061401,45.9922599792,1,1
3064,410079509003014,41007023933001001S001001A,41007023933001001S,-123.915870667,45.9922637939,1,1
3065,410079509003014,41007023934001001S001001A,41007023934001001S,-123.915672302,45.9922637939,1,1
3066,410079509003014,41007023935001001S001001A,41007023935001001S,-123.915473938,45.9922676086,1,1
3067,410079509003014,41007023936001001S001001A,41007023936001001S,-123.915275574,45.9922676086,1,1
3068,410079509003014,41007023937001001S001001A,41007023937001001S,-123.915077209,45.9922714233,1,1
3069,410079511001039,41007023940001001S001001A,41007023940001001S,-123.908905029,45.9924507141,1,1
3070,410079511001039,41007023941001001S001001A,41007023941001001S,-123.908432007,45.9923934937,1,1
3071,410079509003012,41007023942001001S001001A,41007023942001001S,-123.922813416,45.9920654297,1,1
3072,410079511001039,41007023943001001S001001A,41007023943001001S,-123.908035278,45.9923934937,1,1
3073,410079511001027,41007023944001001S001001A,41007023944001001S,-123.910888672,45.9924507141,1,1
3074,410079511001039,41007023945001001S001001A,41007023945001001S,-123.907646179,45.9923973083,1,1
3075,410079511001039,41007023947001001S001001A,41007023947001001S,-123.907249451,45.9924621582,1,1
3076,410079509006038,41007023948001001S002001A,41007023948001001S,-123.929016113,45.9918823242,2,1
3078,410079511001045,41007023949001001S001001A,41007023949001001S,-123.906661987,45.9923858643,1,1
3079,410079511001027,41007023950001001S001001A,41007023950001001S,-123.910835266,45.9923858643,1,1
3080,410079509006034,41007023951001001S002001A,41007023951001001S,-123.928062439,45.9918632507,2,1
3082,410079509006037,41007023952001001S004001A,41007023952001001S,-123.929992676,45.9918556213,4,1
3086,410079509003012,41007023953001001S001001A,41007023953001001S,-123.922538757,45.9920501709,1,1
3087,410079509003012,41007023954001001S001001A,41007023954001001S,-123.922241211,45.9920501709,1,1
3088,410079511001027,41007023955001001S001001A,41007023955001001S,-123.912239075,45.992275238,1,1
3089,410079511001027,41007023957001001S001001A,41007023957001001S,-123.911994934,45.9922790527,1,1
3090,410079509003014,41007023958001001S001001A,41007023958001001S,-123.919425964,45.9921417236,1,1
3091,410079511001027,41007023959001001S001001A,41007023959001001S,-123.91179657,45.9922828674,1,1
3092,410079509003012,41007023960001001S001001A,41007023960001001S,-123.921951294,45.9920501709,1,1
3093,410079509003012,41007023963001001S001001A,41007023963001001S,-123.92175293,45.9920501709,1,1
3094,410079511001045,41007023968001001S001001A,41007023968001001S,-123.906265259,45.9923553467,1,1
3095,410079509006038,41007023969001001S003001A,41007023969001001S,-123.928642273,45.9917984009,3,1
3098,410079509006038,41007023971001001S002001A,41007023971001001S,-123.929039001,45.9918174744,2,1
3100,410079511001027,41007023972001001S002001A,41007023972001001S,-123.909805298,45.9923019409,2,1
3102,410079509006032,41007023973001001S004001A,41007023973001001S,-123.926261902,45.991809845,4,1
3106,410079509006033,41007023976001001S001001A,41007023976001001S,-123.927009583,45.9918365479,1,1
3107,410079509006032,41007023978001001S002001A,41007023978001001S,-123.926063538,45.9917831421,2,1
3109,410079511001045,41007023980001001S001001A,41007023980001001S,-123.90587616,45.9923210144,1,1
3110,410079509006033,41007023981001001S001001A,41007023981001001S,-123.926719666,45.9917984009,1,1
3111,410079509006037,41007023985004001S002001A,41007023985004001S,-123.93006134,45.9917449951,2,1
3113,410079509006038,41007023987001001S002001A,41007023987001001S,-123.92905426,45.9917488098,2,1
3115,410079509006032,41007023988001001S002001A,41007023988001001S,-123.925888062,45.9917602539,2,1
3117,410079509003014,41007023989001001S001001A,41007023989001001S,-123.919403076,45.9919471741,1,1
3118,410079509003014,41007023990001001S001001A,41007023990001001S,-123.919204712,45.9919509888,1,1
3119,410079509006034,41007023991001001S003001A,41007023991001001S,-123.928115845,45.9916610718,3,1
3122,410079509003014,41007023992001001S001001A,41007023992001001S,-123.919006348,45.9919509888,1,1
3123,410079509003014,41007023993001001S001001A,41007023993001001S,-123.918762207,45.9919548035,1,1
3124,410079509006032,41007023994001001S002001A,41007023994001001S,-123.925682068,45.9918022156,2,1
3126,410079509003014,41007023995001001S001001A,41007023995001001S,-123.918518066,45.9919586182,1,1
3127,410079509003014,41007023996001001S001001A,41007023996001001S,-123.918319702,45.9919624329,1,1
3128,410079509003014,41007023997001001S001001A,41007023997001001S,-123.918121338,45.9919624329,1,1
3129,410079509003014,41007023998001001S001001A,41007023998001001S,-123.917877197,45.9919662476,1,1
3130,410079511001027,41007024000001001S001001A,41007024000001001S,-123.910919189,45.9921150208,1,1
3131,410079509003014,41007024001001001S001001A,41007024001001001S,-123.917388916,45.9919700623,1,1
3132,410079509006037,41007024002001001S004001A,41007024002001001S,-123.930038452,45.99168396,4,1
3136,410079509003014,41007024006001001S001001A,41007024006001001S,-123.916847229,45.9919776917,1,1
3137,410079509003014,41007024008001001S001001A,41007024008001001S,-123.916648865,45.9919776917,1,1
